customer_city,payment_value
sao jose da lapa,1237.52
goias,1236.73
pontal do parana,1235.05
prado,1234.5900000000001
buritama,1234.42
engenheiro coelho,1234.24
acailandia,1233.48
rio das pedras,1231.52
japuiba,1230.85
ervalia,1230.45
sao lourenco do oeste,1229.93
campo alegre,1228.35
alto araguaia,1228.1299999999999
santo estevao,1226.69
arroio dos ratos,1226.52
pilar do sul,1225.32
brodowski,1224.59
goianapolis,1224.04
brejo do cruz,1217.78
guaraci,1213.53
rubiataba,1210.69
serranopolis,1210.27
uruara,1199.13
rio brilhante,1195.1599999999999
xangri-la,1192.8700000000001
mar de espanha,1191.57
taruma,1189.95
guarei,1187.44
mirai,1186.53
monte aprazivel,1186.5
nova prata do iguacu,1185.19
tabira,1178.8899999999999
santa cecilia,1178.14
fundao,1177.95
nova aurora,1174.59
tarabai,1174.4
balneario pinhal,1171.94
nazare,1170.44
gouveia,1167.23
aimores,1166.62
primavera,1166.01
dianopolis,1165.41
cacu,1163.53
cajobi,1162.89
otacilio costa,1162.8500000000001
pauliceia,1162.1000000000001
arceburgo,1160.83
catas altas,1160.35
treze tilias,1159.36
sao jose da barra,1158.1100000000001
caicara do norte,1157.41
chavantes,1154.14
itaberai,1151.08
seabra,1148.26
lucelia,1147.89
patrocinio paulista,1147.46
cabrobo,1146.91
ecoporanga,1145.83
encruzilhada do sul,1142.59
pedreiras,1141.76
bom principio,1140.75
sapezal,1139.52
ortigueira,1139.45
bayeux,1139.41
santa quiteria,1139.12
luis antonio,1131.43
crixas,1129.44
fervedouro,1128.6100000000001
piratuba,1128.48
nova roma do sul,1127.29
sao jose do calcado,1127.26
sao benedito,1126.52
jeremoabo,1126.37
assai,1124.94
picarra,1122.86
pedregulho,1122.18
concordia do para,1120.8999999999999
quixeramobim,1119.97
santo antonio do aracangua,1117.99
serrana,1115.27
conceicao da aparecida,1115.03
porciuncula,1112.13
campos de julio,1110.35
paicandu,1106.22
itamonte,1105.06
buri,1103.39
nova santa rita,1102.82
bom sucesso,1102.48
sao sebastiao da grama,1102.02
godoy moreira,1101.83
iaciara,1098.31
santa cruz,1097.16
cambara,1096.06
tres marias,1095.9
cardoso,1095.32
potirendaba,1095.1
benedito novo,1093.77
virginopolis,1092.22
pecanha,1091.8
cosmorama,1091.55
estiva gerbi,1090.98
regente feijo,1088.31
ipiau,1088.03
matupa,1087.87
itapoa,1087.75
maravilha,1087.41
prudentopolis,1085.17
urussanga,1083.08
simao dias,1082.91
pradopolis,1081.31
fronteira,1079.53
porto belo,1079.3200000000002
inhapi,1075.1
oriente,1075.02
lagoa dos gatos,1073.47
barra da estiva,1072.68
eugenopolis,1071.39
condado,1071.11
colonia jordaozinho,1071.03
bom jardim de minas,1068.38
porecatu,1068.03
cristalandia,1067.93
dormentes,1067.73
paraopeba,1066.74
palotina,1065.77
borda da mata,1062.25
nao-me-toque,1062.1
coronel vivida,1058.59
goianira,1057.77
sao miguel dos campos,1054.11
alfredo chaves,1052.6100000000001
jordania,1047.2
cacapava do sul,1044.83
icem,1043.6399999999999
serafina correa,1042.3799999999999
colonia castrolanda,1041.7
regeneracao,1041.64
aguas belas,1041.4
jacaraci,1040.27
lago da pedra,1038.96
munhoz de melo,1037.26
pesqueira,1036.55
varre-sai,1035.37
itacare,1032.79
quedas do iguacu,1030.44
campo verde,1029.69
taguatinga,1028.89
capivari de baixo,1028.73
sao domingos do norte,1028.5
itaobim,1026.56
abadiania,1025.52
bela cruz,1024.47
alvinopolis,1020.96
monte santo de minas,1018.0
canavieiras,1017.29
milagres,1016.3299999999999
brazopolis,1015.5
california da barra,1014.5
sao goncalo do rio abaixo,1013.4300000000001
paulistana,1013.26
pedro de toledo,1013.09
figueira,1012.87
holambra ii,1012.82
canelinha,1012.72
boa esperanca do sul,1012.62
palma sola,1010.5500000000001
taiuva,1010.13
itarana,1010.02
itaju,1008.37
sertanopolis,1008.14
mozarlandia,1008.04
paco do lumiar,1005.93
candido godoi,1005.84
santa fe,1005.44
sao miguel,1004.52
capela do alto,1004.25
juquia,1003.36
itapuranga,1003.26
itaja,1001.9
grao mogol,999.3
cansancao,998.3699999999999
conservatoria,997.19
faxinal,995.73
guapiacu,995.55
trancoso,995.19
sao marcos,994.76
santo antonio do descoberto,992.8800000000001
miracatu,991.81
lavras da mangabeira,986.46
rodeio,985.9499999999999
bilac,985.41
irapuru,985.29
julio mesquita,984.59
julio de castilhos,983.04
angatuba,983.03
cruzeiro do oeste,982.5
urania,980.28
planalto,976.35
arraial d'ajuda,975.87
sao goncalo do para,975.8500000000001
borborema,975.55
mairi,974.31
guaranesia,972.8299999999999
nova trento,972.21
santa rita do araguaia,972.03
conceicao do rio verde,970.15
tucano,969.5799999999999
alpinopolis,969.45
novo cruzeiro,968.87
grajau,965.51
goianesia do para,964.71
moreno,960.09
arinos,959.8199999999999
portao,959.46
sao jose de mipibu,956.19
amarante,953.8399999999999
santa branca,953.35
inaciolandia,952.92
jacare,952.58
alcinopolis,952.35
espigao do oeste,951.17
paudalho,950.1400000000001
cidade gaucha,950.1
planaltina,949.34
uniao dos palmares,949.23
paraiso,948.39
alto parnaiba,948.0999999999999
tocantinopolis,947.28
santana do cariri,946.6800000000001
nova londrina,946.56
sao luis do paraitinga,945.99
piquete,945.86
resplendor,944.5999999999999
areiopolis,944.24
matozinhos,944.16
barra do bugres,943.6500000000001
santana do serido,943.37
marilac,942.78
rio manso,939.6800000000001
sao martinho,938.31
aracariguama,937.07
nazare paulista,934.33
tapes,934.26
sao mateus do maranhao,930.7
lagoa da confusao,929.74
barra de sao francisco,929.28
formoso,929.0300000000001
mimoso do sul,928.89
dores do indaia,928.86
mambore,928.47
campos belos,927.53
sao bernardo,923.39
brasilia de minas,922.92
lagoa formosa,921.9200000000001
mambai,921.9
ruy barbosa,921.15
datas,920.94
lima duarte,920.86
presidente getulio,920.83
getulio vargas,919.9399999999999
santa isabel do para,919.57
juru,919.38
buriticupu,919.03
guaicara,917.5600000000001
itaguari,913.7
imbituva,913.66
trajano de moraes,913.04
arrozal,912.81
tarumirim,912.25
piranhas,911.81
joao neiva,911.4
ibira,911.03
tres coroas,910.48
jaru,910.26
cachoeira do campo,909.84
boninal,909.8
lutecia,908.84
chui,908.1600000000001
cerro largo,907.81
mallet,907.63
avanhandava,905.33
joanopolis,904.5100000000001
sao joao do sul,902.37
acopiara,901.67
carlopolis,901.1800000000001
varjota,901.1800000000001
sao cristovao,900.4300000000001
salto do lontra,900.11
candiota,899.5999999999999
igarapava,897.02
nuporanga,895.41
icatu,892.9
sapucaia,891.35
amambai,890.69
dois irmaos do buriti,890.1500000000001
nova veneza,889.9
capela,889.1700000000001
cuite,887.22
jacupiranga,885.57
ubaira,884.91
rio pardo,884.86
santa rita de caldas,882.22
conde,881.52
rio paranaiba,881.48
lagoa do carro,880.78
ze doca,878.9200000000001
barra do choca,877.49
ilhota,877.22
maracas,877.0899999999999
campos borges,877.04
papanduva,876.65
serro,876.62
cidade ocidental,876.5699999999999
sao pedro dos ferros,875.73
colniza,875.49
taguai,873.56
seara,873.34
aurora,870.17
campina verde,868.85
guapo,868.7
bicas,868.55
arataca,865.78
virgem da lapa,864.44
laurentino,863.27
marmeleiro,862.98
jaguaribe,861.8000000000001
araguatins,859.9
vila muriqui,856.45
murutinga do sul,855.71
bananal,855.71
chapada dos guimaraes,854.78
itajuipe,852.2800000000001
vere,848.97
morretes,848.92
echapora,847.25
glicerio,847.1300000000001
ribeirao bonito,846.12
itirucu,845.37
sao joao d'alianca,844.86
alfredo wagner,844.67
pedralva,844.3199999999999
igarata,843.87
matias olimpio,841.4
sandolandia,841.28
carbonita,841.12
muzambinho,840.63
jucurutu,839.8299999999999
cananeia,838.89
sao tomas de aquino,836.1500000000001
catanduvas,834.99
cabreuva,834.1199999999999
belo oriente,833.02
firminopolis,832.5
morro de sao paulo,832.0
tres cachoeiras,831.42
santa albertina,830.4200000000001
pejucara,830.35
arari,828.79
piripiri,828.5600000000001
sao felipe,827.01
madre de deus,826.74
vargem bonita,826.27
sao jose do divino,826.1700000000001
avelar,824.24
rio do campo,822.25
alto taquari,821.17
cunha pora,820.95
urucui,820.26
jatoba,817.63
coribe,816.78
estacao,815.22
caninde,814.2
joao lisboa,810.7099999999999
nepomuceno,810.68
anicuns,809.19
jaboticatubas,808.87
jardim,808.4100000000001
iati,807.24
caetanopolis,805.62
alta floresta d'oeste,805.5
timbauba,804.45
oeiras,803.91
nova mamore,803.1600000000001
conceicao da feira,802.95
sabino,802.87
maracacume,802.4200000000001
cacequi,801.37
alto santo,801.01
barros cassal,800.36
piedade de caratinga,799.83
jaiba,799.04
andorinha,797.61
abelardo luz,797.5799999999999
medeiros neto,797.29
peabiru,793.96
cajuru,793.9
santa cruz de monte castelo,793.0500000000001
jaguapita,790.68
divisa nova,788.71
catigua,788.52
sao bento do sapucai,788.06
miguel calmon,787.81
guabiruba,786.81
carapebus,786.52
campanha,786.26
solonopole,785.74
corbelia,785.22
sao joao do itaperiu,782.74
ribeira do pombal,782.36
bom jesus do norte,781.8499999999999
santa cruz de goias,779.6899999999999
dumont,779.64
tocantins,778.49
maioba,778.0699999999999
livramento de nossa senhora,777.5699999999999
mario campos,775.04
terra boa,773.42
matoes do norte,772.28
esperantinopolis,771.4100000000001
belem do sao francisco,771.02
terra rica,769.63
barro,769.02
cidreira,769.02
paracuru,767.91
urandi,767.8100000000001
guaracai,767.11
santo cristo,766.18
jauru,762.86
colina,762.25
guaiuba,762.05
garrafao do norte,762.0
santa isabel do rio preto,761.82
itau,761.37
abrantes,761.36
palmitos,760.98
nova europa,760.89
paranapanema,759.71
macaiba,757.17
marco,756.76
nova hartz,755.22
jaragua,755.0699999999999
cururupu,754.67
pedra preta,754.25
sao joao do paraiso,754.0
bela vista de goias,753.35
pedro osorio,752.98
custodia,752.1700000000001
perdoes,752.01
ubirata,751.43
lindoia,751.34
acu,749.5899999999999
conceicao do para,749.55
general salgado,748.22
rolim de moura,748.15
mateus leme,746.6
comendador levy gasparian,746.5600000000001
sao ludgero,746.51
nhandeara,745.32
barra do ribeiro,742.89
manoel ribas,742.3199999999999
morro reuter,741.4
propria,740.75
taquarivai,738.9000000000001
guaraciaba do norte,738.15
sao francisco de paula,738.1
morro do chapeu,737.8399999999999
santa cruz das palmeiras,736.51
cantanhede,735.85
horizontina,735.5500000000001
camapua,734.34
frei inocencio,733.89
tracunhaem,733.7
miranorte,733.42
bataguassu,732.9200000000001
maristela,731.42
passo de torres,731.26
rio do pires,731.25
morada nova de minas,730.37
monte azul,729.88
sao jeronimo,729.3399999999999
itambacuri,727.89
teixeira soares,727.38
graccho cardoso,723.72
hidreletrica tucurui,721.48
sirinhaem,720.23
juti,719.48
ouro preto do oeste,718.48
senador pompeu,718.11
pirapetinga,715.75
nova mutum,715.67
guaranta,715.01
apiai,714.94
conceicao dos ouros,714.92
araruna,714.92
pinheiro machado,713.31
aracoiaba,713.15
surubim,711.22
santa cruz de minas,710.39
sao jose do norte,710.3199999999999
breves,710.19
itororo,709.37
rio acima,709.23
rio pardo de minas,708.49
morungaba,708.3199999999999
paulo frontin,707.4
lagoa dourada,707.3
itaperucu,707.2
paraipaba,706.54
campo ere,706.0699999999999
bady bassitt,705.7
itaitinga,704.1700000000001
urbano santos,703.99
jequitiba,703.86
itapecuru mirim,702.95
limoeiro,701.21
granja,700.3
carmo de minas,699.53
juatuba,699.33
baldim,699.0400000000001
eldorado,698.1899999999999
fernando prestes,696.5799999999999
sao gabriel do oeste,695.9399999999999
sao sepe,695.71
medina,694.4000000000001
santo antonio do jacinto,693.56
rio largo,693.04
aguas vermelhas,692.89
esperantina,692.04
silva jardim,691.27
porto xavier,690.1800000000001
ibiai,689.95
coronel joao sa,689.71
poco verde,689.3100000000001
mar vermelho,689.02
castelandia,688.41
jeceaba,683.51
marechal floriano,681.38
jaqueira,679.1700000000001
campos gerais,679.17
arcoverde,677.4
jequeri,676.84
canto do buriti,674.83
salto grande,674.34
candelaria,673.1
perola d'oeste,672.75
lagoinha,668.73
sao domingos,668.69
ubaitaba,667.9300000000001
antonio prado,667.5699999999999
jupi,666.86
teixeiras,666.76
rio das flores,665.69
nova bandeirantes,665.53
ribeirao claro,663.8
ipiabas,663.14
fortuna,661.92
agua branca,661.1
capim grosso,660.78
rafard,659.46
iguaracu,659.2
bela vista do paraiso,658.49
valparaiso,658.49
conceicao do castelo,658.0
orizona,657.08
paulo de faria,656.48
catuipe,655.72
porto dos gauchos,655.67
pouso redondo,655.27
anta gorda,655.25
tiradentes,653.58
rio novo do sul,653.44
mato verde,651.31
raposo,650.84
feira nova,649.77
ariranha,647.27
sapucai-mirim,647.16
lavras do sul,646.56
carajas,646.56
ivai,645.77
senges,645.5
araputanga,645.25
potiragua,644.7
roque gonzales,643.61
colinas do tocantins,643.0799999999999
jesuitas,642.93
anitapolis,642.38
uchoa,641.29
ivaipora,640.86
desterro,639.98
horizonte,639.41
uibai,639.36
icapui,638.4000000000001
tangua,636.04
dom feliciano,635.95
canapolis,635.12
palestina,634.5699999999999
ilha de itamaraca,632.1500000000001
cristal,631.04
piritiba,630.22
sao jose do egito,630.2
campina da lagoa,629.77
orindiuva,629.59
barra dos coqueiros,629.46
barra de santo antonio,629.12
sales oliveira,627.74
carai,626.6899999999999
euclides da cunha,625.62
presidente bernardes,624.0699999999999
sao miguel do guapore,622.23
caldas,621.94
lavrinhas,621.35
posto da mata,620.13
carius,618.69
sao miguel do tapuio,618.51
uaua,618.1800000000001
fatima,617.92
quatis,617.87
cachoeira de minas,616.9200000000001
cardoso moreira,616.88
vianopolis,616.76
alfredo vasconcelos,616.74
sao sebastiao do alto,616.6999999999999
ipora do oeste,615.23
cacule,615.05
paulino neves,614.63
martins soares,613.9
rio novo,613.25
tanque d'arca,611.54
una,610.3399999999999
parauna,610.16
tanhacu,609.8
sao valentim,609.47
guimarania,609.33
pitanga,607.71
cachoeira alta,605.48
santa cruz cabralia,605.1800000000001
curuca,604.4499999999999
tenente portela,604.0500000000001
conquista,602.4200000000001
itupiranga,602.38
cristais paulista,600.64
nova petropolis,600.06
francisco sa,599.75
sao jose do cedro,598.77
irai,598.26
nossa senhora das dores,598.23
bituruna,598.23
rifaina,597.77
vila dos cabanos,597.67
sao vicente ferrer,595.76
campo novo,593.01
itobi,591.42
engenheiro paulo de frontin,590.89
caputira,590.6600000000001
capitolio,590.12
gloria do goita,587.92
iguai,587.1400000000001
sao tiago,586.45
utinga,586.45
pindare mirim,586.2
sananduva,585.57
entre-ijuis,585.04
nova cruz,583.25
padre carvalho,582.94
alto boa vista,581.99
ibiraci,581.14
rio piracicaba,580.14
mutuipe,580.0899999999999
carmo da mata,578.61
castelo do piaui,577.67
pote,577.53
tupi paulista,577.19
cocalinho,576.56
florestopolis,575.77
analandia,575.7
breu branco,575.7
itaoca,575.21
itarantim,574.72
muqui,574.38
cachoeira,573.71
machadinho d'oeste,572.96
sao sebastiao do paraiba,571.16
santa maria de itabira,570.49
areia branca dos assis,569.43
areias,568.63
corupa,568.4300000000001
alexania,568.25
congonhal,568.19
lajinha,567.69
denise,566.63
barra de guabiraba,565.8
inhapim,565.35
kalore,563.96
lobato,562.77
barbosa ferraz,562.5699999999999
edeia,560.9100000000001
ibicarai,559.6
penaforte,559.03
presidente olegario,557.41
altonia,557.1800000000001
tutoia,556.87
coelho neto,556.86
severinia,556.45
astorga,556.28
jardim do serido,555.81
paramirim,555.47
paula freitas,553.46
pedrinopolis,553.3
pinheiro,553.23
matipo,552.35
baturite,551.09
sao sebastiao do passe,550.53
jaquirana,547.98
sao geraldo,547.8100000000001
xambre,547.74
senador guiomard,547.09
poco redondo,546.78
boa viagem,546.76
sao pedro do ivai,546.72
guarara,546.5699999999999
pio xii,546.03
ipu,545.2
bananeiras,544.74
sao jose de uba,544.52
pedra azul,543.8
trairi,543.53
eliseu martins,543.06
pindoba,542.52
curaca,542.24
capitao poco,540.89
rio azul,538.54
pacuja,538.39
sao joao do manteninha,537.22
irai de minas,536.9399999999999
rio bonito do iguacu,536.22
rianapolis,534.47
apiaca,534.42
ipiacu,534.09
colonia leopoldina,531.85
itabela,529.97
gameleiras,529.94
cidelandia,528.8
chapada gaucha,528.01
rio fortuna,527.47
diamantino,527.42
rio branco do sul,526.72
dores do rio preto,526.33
ipupiara,525.85
ipubi,525.79
ceu azul,525.29
sao romao,524.06
cruz machado,523.23
bela vista,522.88
santa lucia,522.75
inaja,522.63
alto caparao,522.0799999999999
amaraji,521.89
cameta,521.85
japura,521.53
vargeao,520.65
pintadas,520.5
dom aquino,520.36
itaipava,520.02
jiquirica,519.93
torrinha,519.4200000000001
cambira,519.35
solanea,519.29
cabo verde,519.17
caririacu,519.14
palmares do sul,518.4
santa maria do suacui,517.75
pedra bela,517.3299999999999
cristalia,517.31
nova ipixuna,517.03
maravilhas,516.36
ribeirao branco,515.49
diamante do norte,515.27
dom eliseu,515.08
nova fatima,515.0799999999999
montauri,514.42
itapirapua paulista,514.0699999999999
portalegre,513.01
brejo da madre de deus,512.73
bonfinopolis,512.6
capitao leonidas marques,512.09
iraquara,510.63
travessao,510.43
sanclerlandia,510.34000000000003
timburi,510.24
guaranta do norte,509.29
itueta,508.94000000000005
dobrada,508.9
santo antonio,507.98
perdigao,507.58
gandu,507.45
minas novas,507.14
sao jose do ouro,507.09
bom jesus do tocantins,506.46
seringueiras,504.64
palma,504.05
cachoeira de pajeu,504.03
mantenopolis,503.02000000000004
juara,502.95
limeira do oeste,502.43000000000006
quadra,501.88
carolina,500.69
dionisio cerqueira,500.53999999999996
iacu,499.85
terra nova do norte,499.35
campos altos,498.61
general carneiro,498.52
ibirarema,498.19
iapu,497.92999999999995
salto veloso,497.07
sao joao da ponte,496.76
nova santa rosa,496.62
altaneira,496.26
magda,496.07
bodoquena,495.53
sabinopolis,495.51
itapirapua,495.34000000000003
santo antonio das missoes,495.32
arembepe,494.05999999999995
reboucas,493.38
baianopolis,493.28
apodi,492.07
peixoto de azevedo,491.56
arace,491.18
barreirinhas,490.73
rio tinto,490.25
roseira,490.14
pontalina,488.72
santa maria da boa vista,488.57000000000005
vera cruz do oeste,488.34000000000003
soledade de minas,488.08
remanso,487.98999999999995
bom repouso,487.94999999999993
caraiba,487.15
tabatinga,487.11
sucesso,485.92
pedrinhas paulista,485.48
dom silverio,484.12
bertolinia,483.87
ponte serrada,483.78
serrita,483.72
balneario barra do sul,482.62
brauna,482.35
rodeiro,482.21
elias fausto,481.48
rio real,480.6
tumiritinga,480.31
bonfim,480.24
sertania,479.92
joao ramalho,479.57
massaranduba,479.34000000000003
tombos,479.10999999999996
aquiraz,478.65000000000003
santa isabel do ivai,478.6
jucurucu,478.31
ituacu,478.07000000000005
mendes pimentel,477.73
abre campo,477.53
forquilha,477.45
munhoz,477.12
santo antonio do amparo,477.03
nova alvorada do sul,476.88
pedro canario,476.55
santa cruz da conceicao,476.27
sitio novo do tocantins,476.27
jacui,475.87
paulo jacinto,475.58000000000004
ladario,475.57
panorama,474.64
silveiras,474.25
martinho campos,473.7
alto jequitiba,473.63
sao miguel do gostoso,473.04
clementina,472.98
candido sales,472.52
barra de santa rosa,472.32
nova brasilandia d'oeste,472.14
joviania,472.11
imaculada,471.90999999999997
nova bassano,471.77
juruaia,470.59000000000003
riolandia,470.31000000000006
almino afonso,470.01
tupancireta,469.51
mata grande,469.34999999999997
luminarias,468.68
santa margarida,468.48
mendonca,468.43
flores,467.40999999999997
piedade do rio grande,466.90000000000003
caravelas,466.78
nova palma,466.62
bandeira do sul,466.28999999999996
centenario do sul,465.35
boa vista do cadeado,464.98
alcantara,464.86
rodelas,464.75
junqueiro,464.40999999999997
guaraniacu,463.62
agua doce do norte,463.52
monte verde,463.45000000000005
governador celso ramos,463.36
anadia,462.59999999999997
arneiroz,462.53
vila flores,462.5
passira,461.72
jesuania,461.09
capinzal do norte,460.6
ibiam,460.34
itau de minas,460.03
indianopolis,459.97
lagoa real,459.92
itapemirim,459.34
sao paulo das missoes,459.26
humaita,458.4
mondai,458.31
arroio grande,457.84000000000003
japira,457.63
colombia,457.24
nossa senhora do o,457.19
sooretama,456.35
carambei,456.25
arandu,455.65
lontras,455.59
pitimbu,455.11
goianinha,454.71000000000004
ipaporanga,453.81
alto parana,451.84
sao pedro da uniao,451.64000000000004
carinhanha,451.5
aurea,451.5
balneario arroio do silva,450.66999999999996
altinho,449.82
indiara,449.47
redentora,449.34000000000003
afranio,448.03999999999996
sud mennucci,448.01
tanque novo,447.39
ribeirao do pinhal,447.33000000000004
cruzilia,447.26
jacinto machado,447.17
xapuri,445.89
manga,445.78999999999996
werneck,445.60999999999996
iguatama,445.56
porto alegre do norte,445.32
balneario rincao,444.3
confins,444.25
cambuquira,444.24
bacuri,444.21000000000004
serra dos aimores,443.08000000000004
adolfo,441.59000000000003
reserva do cabacal,440.88
piedade dos gerais,440.15999999999997
pedro ii,440.15
augusto correa,440.0
antonio cardoso,439.92
candido de abreu,439.91999999999996
santanesia,439.58
dom pedro,438.68
satuba,438.32
tuparetama,437.69
tucunduva,437.36
sao joao batista do gloria,436.83000000000004
narandiba,436.65999999999997
sao roque do canaa,436.01
quintana,435.84999999999997
francisco badaro,435.81
rio maria,435.57000000000005
tres fronteiras,434.82
itinga,434.67
ribeirao,434.53
conceicao do tocantins,433.96999999999997
rio do oeste,433.84000000000003
moreira sales,433.48
rio casca,433.47
sales,433.12
erval grande,432.74
maripa,432.73
alto piquiri,432.5
bandeirantes do tocantins,432.20000000000005
canhotinho,430.49
alvorada d'oeste,430.1
amelia rodrigues,430.02000000000004
governador portela,430.01
xambioa,429.76
aratuba,429.74
carnaubais,429.65000000000003
irape,429.29999999999995
pongai,429.05000000000007
caiaponia,428.97
saudades,428.95
santa rita de minas,428.77
iacanga,427.95
estreito,427.65000000000003
serrolandia,427.35
itapura,426.6
laranjal do jari,426.17999999999995
oiapoque,425.24
sao domingos do prata,424.99
feliz deserto,423.75
florai,422.95
paraibano,422.91
maximiliano de almeida,422.55
montalvania,422.43
madre de deus de minas,422.11
apuiares,421.56
jari,421.21000000000004
ibitira,421.03
santa tereza do oeste,420.59000000000003
vicentinopolis,420.55
camocim de sao felix,420.26
taciba,419.6
amanari,419.39
bandeira,419.21
valentim gentil,418.87
claudia,418.37
mata,418.35
capela de santana,417.53000000000003
governador eugenio barros,417.45
caldeirao grande,417.25
agua limpa,416.8
florida paulista,416.53
mucurici,415.66
prudente de morais,415.57
ribeirao do sul,415.45
embauba,414.81
ascurra,414.25
abadia dos dourados,413.5
virgolandia,413.44000000000005
cafeara,413.16
campos verdes,413.04
pingo-d'agua,413.02
acari,412.43
monsenhor tabosa,412.32000000000005
conceicao das pedras,412.05
chapada do norte,411.87
tomazina,411.31
sertao,410.35
caibate,410.32
pendencias,410.02
colonia vitoria,409.73
sao felix de minas,409.5
jumirim,408.24
fazenda nova,407.77
palmeiras de goias,407.33
pains,406.77
serra do ramalho,406.72
sao francisco do guapore,405.61
pindorama,405.52
pien,405.37
quitandinha,405.09
goncalves,405.07000000000005
sucupira do norte,404.20000000000005
indiapora,404.14
urupa,403.21
turvo,401.21000000000004
ouvidor,401.07
capao do cipo,400.98
senador cortes,400.66
cambara do sul,400.64
itatim,400.46
piranga,400.39
guidoval,400.11
cumaru,399.98
itacarambi,399.58000000000004
pocoes,399.2
alvaro de carvalho,399.0
conceicao da barra,398.59
chorozinho,398.42
itapaci,398.11
porto calvo,397.93
sao goncalo do rio preto,397.9
palmeira d'oeste,396.90999999999997
ibipitanga,396.71999999999997
arenapolis,396.46000000000004
brasil novo,396.1
sao jorge do ivai,395.96000000000004
guaruja do sul,395.63
jambeiro,395.03999999999996
igaci,395.0
caldas do jorro,394.52
juruena,394.38
santa clara do sul,394.12
angulo,394.06
morpara,393.72999999999996
uniao,393.32
frei martinho,393.21000000000004
taquaracu de minas,392.66
itaituba,392.63
joaquim tavora,392.01
lavinia,390.41
iconha,390.13
oroco,389.46
indiana,389.33
itaquirai,388.72
macedonia,388.43
serra azul de minas,388.01
itiuba,387.5
campinapolis,387.09000000000003
bequimao,386.15
tibagi,386.07
anita garibaldi,385.93
camutanga,385.34000000000003
santa monica,384.83000000000004
anta,384.52
campestre,384.32
jundiai do sul,384.01
barra do mendes,383.28
tabuleiro,382.78
florestal,382.47
tejupa,382.4
serrania,382.17
tocos,381.47
nova lacerda,380.75
tres barras,380.56
barra do turvo,380.5
volta grande,379.96000000000004
pereiro,379.74
marechal deodoro,379.2
paripueira,379.2
moncoes,379.13
sao jose da bela vista,379.07000000000005
urubici,378.58
santa terezinha de itaipu,378.11
ipumirim,377.52
canapi,377.32
ponto novo,377.0
monnerat,376.86
inimutaba,376.39
itanhomi,375.53
coroaci,374.99
belo vale,374.48
tangara,373.82
lagoa do ouro,373.35
santa mariana,373.35
sao jose do hortencio,373.23
moju,372.88
monte carlo,372.87
vargem alta,372.35
nipoa,372.35
irani,372.32
hulha negra,372.06
ibimirim,372.03
itapetim,371.99
reserva,371.55
bento de abreu,371.48
sideropolis,371.11
olho d'agua das cunhas,370.97
itapissuma,370.86
carmo da cachoeira,370.64
deputado irapuan pinheiro,370.01
pedro afonso,368.9
nova esperanca do sul,368.64
iepe,368.51
ita,368.03
papagaios,367.66
coremas,367.59
boa vista das missoes,367.56
sao francisco do conde,367.33000000000004
alto alegre,366.41
trombudo central,366.21
vargem grande do rio pardo,365.98
maria da fe,365.65
aiuruoca,365.03000000000003
pilao arcado,364.68
curiuva,364.52
cassia,364.41
sume,364.39
jucas,363.96
cordeiros,363.64
novo sao joaquim,362.64
aguas de sao pedro,362.31
santa terezinha,361.53
montanhas,361.07
tupandi,361.04
humildes,360.81
ubaporanga,360.71
monte gordo,360.42999999999995
palmitinho,359.99
barra do tarrachil,359.94
ibicoara,359.84000000000003
caninde de sao francisco,359.83
laranjal,359.39
ivate,358.34000000000003
araci,358.24
porteirinha,358.05
ribeiraozinho,358.01
santa barbara d oeste,357.47
imigrante,357.35
buriti dos lopes,356.82
vereda,356.65
gaurama,356.61
gilbues,356.51
santa izabel do oeste,356.35
cedro,356.11
ouro verde,356.03999999999996
pirenopolis,355.74
curralinho,355.29
pardinho,355.06
dona euzebia,354.94000000000005
cariri do tocantins,354.26
formoso do araguaia,354.12
arapei,353.71
santana da vargem,353.6
ubata,353.25
verissimo,353.01
centro novo do maranhao,352.80999999999995
vigia,352.65
ribeirao vermelho,352.53
renascenca,352.23
pocinhos,351.91999999999996
sao luis do quitunde,351.54999999999995
jequia da praia,351.24
sao jose do rio claro,351.04999999999995
ceara-mirim,351.02
atalanta,351.0
joaquim nabuco,350.45
jose de freitas,350.42
sao tome,350.39
pedra,349.79
mariluz,349.65
porto franco,349.14
pantano grande,348.93
constantina,348.77
cabeceira grande,348.75
cruzalia,348.25
piracuruca,347.44
santo antonio do jardim,347.13
botupora,346.51
americano do brasil,346.28999999999996
olho d'agua das flores,346.07
maranguape,345.53
vieiras,345.15
carneirinho,345.03
nova itaberaba,344.77
inubia paulista,344.7
princesa isabel,344.62
coluna,344.56
rancho queimado,343.99
pedrao,343.71
tunapolis,343.68
sao joao do triunfo,343.40000000000003
miranda,343.15999999999997
benevides,343.03000000000003
mari,342.8
itapagipe,341.5
quatigua,341.35
campestre do maranhao,340.95000000000005
nossa senhora de caravaggio,340.34000000000003
alto bela vista,340.2
dona francisca,340.15
alto garcas,340.06
viseu,340.02
oscar bressane,339.93
arealva,339.88
alagoinha,339.52000000000004
congonhinhas,338.86
candeias do jamari,338.74
santa teresinha,338.1
sete barras,337.31
sao pedro da agua branca,336.56
igaratinga,336.38
vera,336.24
agua doce,336.05
vila rica,335.36
colorado do oeste,334.64
maurilandia,334.51
urai,334.39
antonio prado de minas,334.21
recreio,334.19
santaluz,333.97
